"Product ID","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]","Tool wear [min]","Failure Type"
"L50552","301.4","310.8","1431","44.3","21","No Failure"
"L50553","301.4","310.7","1568","35.2","23","No Failure"
"L50554","301.4","310.7","1376","50.6","25","No Failure"
"M18235","301.4","310.6","1459","46.9","27","No Failure"
"M18236","301.5","310.8","1385","47.5","30","No Failure"
"H32791","301.5","310.8","1591","29.6","33","No Failure"
"L50558","301.5","310.7","1568","33.1","38","No Failure"
"M18239","301.4","310.7","1459","37.7","40","No Failure"
"L50560","301.4","310.7","1590","36.3","43","No Failure"
"L50561","301.3","310.6","1376","47.6","45","No Failure"
"L50562","301.3","310.6","1510","38.5","47","No Failure"
"H32797","301.4","310.6","1674","33.6","49","No Failure"
"L50564","301.3","310.6","1426","40.7","54","No Failure"
"L50565","301.5","310.7","1466","43.6","56","No Failure"
"H32800","301.5","310.8","1474","38.7","58","No Failure"
"M18247","301.6","310.8","1290","65.3","63","No Failure"
"M18248","301.7","310.9","1435","48.0","66","No Failure"
"M18249","301.5","310.7","1416","53.2","69","No Failure"
"H32804","301.5","310.7","1599","40.4","72","No Failure"
"L50571","301.5","310.7","1466","47.3","77","No Failure"
"L50572","301.5","310.7","1408","47.3","79","No Failure"
"L50573","301.5","310.6","1490","48.1","81","No Failure"
"L50574","301.5","310.6","1405","42.3","83","No Failure"
"L50575","301.4","310.5","1647","33.3","85","No Failure"
"M18256","301.4","310.6","1459","35.0","87","No Failure"
"L50577","301.4","310.6","1648","30.7","90","No Failure"
"L50578","301.4","310.7","1675","30.7","92","No Failure"
"L50579","301.4","310.7","1605","34.2","94","No Failure"
"H32814","301.4","310.7","1536","44.4","96","No Failure"
"M18261","301.4","310.7","1617","34.3","101","No Failure"
"L50582","301.4","310.6","1347","53.3","104","No Failure"
"L50583","301.3","310.5","1337","52.7","106","No Failure"
"L50584","301.3","310.4","1695","30.9","108","No Failure"
"M18265","301.3","310.4","1635","32.5","110","No Failure"
"L50586","301.2","310.4","1470","44.0","113","No Failure"
"L50587","301.2","310.4","1381","49.8","115","No Failure"
"M18268","301.2","310.4","1382","41.6","117","No Failure"
"M18269","301.2","310.4","1697","30.0","120","No Failure"
"L50590","301.2","310.3","1451","39.7","123","No Failure"
"L50591","301.3","310.3","1419","55.7","125","No Failure"
"L50592","301.3","310.3","1313","55.6","127","No Failure"
"L50593","301.3","310.3","1560","36.3","129","No Failure"
"L50594","301.3","310.3","1555","41.2","131","No Failure"
"L50595","301.4","310.4","1579","36.9","133","No Failure"
"L50596","301.5","310.5","1435","44.6","135","No Failure"
"L50597","301.6","310.6","1621","33.7","137","No Failure"
"H32832","301.6","310.6","1555","40.4","139","No Failure"
"L50599","301.5","310.5","1611","33.8","144","No Failure"
"L50600","301.6","310.6","1834","23.5","146","No Failure"
"M18281","301.5","310.5","1612","29.8","148","No Failure"
"L50602","301.5","310.4","1629","34.1","151","No Failure"
"L50603","301.4","310.4","1496","35.2","153","No Failure"
"L50604","301.5","310.5","1593","32.9","155","No Failure"
"M18285","301.5","310.5","1623","33.5","157","No Failure"
"L50606","301.5","310.5","1380","48.7","160","No Failure"
"L50607","301.6","310.6","1562","34.4","162","No Failure"
"L50608","301.6","310.6","1391","49.4","164","No Failure"
"H32843","301.5","310.5","1551","34.3","166","No Failure"
"H32844","301.6","310.6","1821","26.2","171","No Failure"
"L50611","301.6","310.7","1429","43.6","176","No Failure"
"M18292","301.6","310.7","2012","20.7","178","No Failure"
"M18293","301.6","310.6","1924","23.6","181","No Failure"
"M18294","301.5","310.5","1412","44.1","184","No Failure"
"L50615","301.5","310.5","1389","54.9","187","No Failure"
"L50616","301.5","310.5","1466","48.1","189","No Failure"
"L50617","301.5","310.5","2297","15.8","191","No Failure"
"L50618","301.4","310.4","1471","37.5","193","No Failure"
"L50619","301.4","310.3","1492","41.4","195","No Failure"
"L50620","301.3","310.3","1460","41.5","197","No Failure"
"L50621","301.4","310.4","1559","39.4","199","No Failure"
"M18302","301.4","310.5","1495","52.5","201","No Failure"
"L50623","301.5","310.5","1535","39.0","204","No Failure"
"L50624","301.5","310.6","1381","50.7","206","No Failure"
"M18305","301.6","310.6","1599","36.1","208","No Failure"
"H32860","301.6","310.6","1400","49.5","211","No Failure"
"L50627","301.7","310.6","1624","34.5","216","No Failure"
"L50628","301.6","310.6","1478","36.6","218","No Failure"
"L50629","301.7","310.7","1605","33.3","220","No Failure"
"L50630","301.6","310.6","1506","43.4","222","No Failure"
"L50631","301.6","310.6","1455","43.9","0","No Failure"
"H32866","301.6","310.5","1602","32.3","2","Random Failures"
"L50633","301.5","310.4","1425","54.4","7","No Failure"
"L50634","301.5","310.4","1918","21.8","9","No Failure"
"H32869","301.4","310.3","1611","41.5","11","No Failure"
"H32870","301.4","310.4","1610","38.6","16","No Failure"
"M18317","301.5","310.4","2639","12.0","21","Power Failure"
"L50638","301.5","310.4","1329","46.6","24","No Failure"
"L50639","301.5","310.4","1270","54.2","26","No Failure"
"L50640","301.5","310.3","1415","41.6","28","No Failure"
"H32875","301.6","310.4","1330","49.5","30","No Failure"
"H32876","301.6","310.5","1786","27.1","35","No Failure"
"L50643","301.6","310.5","1809","25.5","40","No Failure"
"L50644","301.7","310.6","1303","59.7","42","No Failure"
"M18325","301.8","310.7","1383","45.7","44","No Failure"
"L50646","301.7","310.6","1447","56.9","47","No Failure"
"L50647","301.8","310.7","1461","44.2","49","No Failure"
"L50648","301.8","310.7","2092","18.6","51","No Failure"
"M18329","301.8","310.7","1429","47.9","53","No Failure"
"L50650","301.8","310.8","1736","26.5","56","No Failure"
"L50651","301.8","310.7","1441","49.3","58","No Failure"
"L50652","301.8","310.7","1523","43.3","60","No Failure"
"M18333","301.8","310.8","1691","33.4","62","No Failure"
"M18334","301.9","310.8","1557","35.3","65","No Failure"
"L50655","301.8","310.7","1644","33.4","68","No Failure"
"L50656","301.8","310.6","1522","43.8","70","No Failure"
"L50657","301.8","310.7","1547","41.7","72","No Failure"
"L50658","301.8","310.7","1597","30.8","74","No Failure"
"M18339","301.8","310.8","1619","31.0","76","No Failure"
"L50660","301.9","310.8","1400","58.2","79","No Failure"
"L50661","302.0","310.9","1663","31.5","81","No Failure"
"L50662","301.9","310.8","1540","37.6","83","No Failure"
"H32897","301.9","310.8","1455","42.7","85","No Failure"
"L50664","301.9","310.8","1519","39.0","90","No Failure"
"L50665","301.9","310.8","1427","47.7","92","No Failure"
"L50666","301.9","310.8","1650","29.8","94","No Failure"
"M18347","301.8","310.8","1508","38.8","96","No Failure"
"L50668","301.9","310.9","1379","54.8","99","No Failure"
"L50669","301.9","310.9","1542","36.7","101","No Failure"
"M18350","301.9","310.9","1763","28.4","103","No Failure"
"H32905","301.9","310.9","1590","34.3","106","No Failure"
"H32906","301.9","311.0","1336","63.6","111","No Failure"
"M18353","301.9","311.0","1638","35.4","116","No Failure"
"L50674","301.9","311.0","1356","45.7","119","No Failure"
"M18355","301.9","311.0","1384","47.4","121","No Failure"
"L50676","301.9","310.9","1309","48.0","124","No Failure"
"L50677","301.9","311.0","1642","33.1","126","No Failure"
"L50678","301.9","311.0","1289","54.9","128","No Failure"
"L50679","301.9","311.0","1353","43.8","130","No Failure"
"H32914","301.9","311.0","1871","26.0","132","No Failure"
"H32915","301.9","311.0","1291","63.6","137","No Failure"
"M18362","301.8","310.9","1346","44.6","142","No Failure"
"L50683","301.7","310.8","1493","47.6","145","No Failure"
"M18364","301.7","310.8","1524","41.3","147","No Failure"
"L50685","301.6","310.8","1726","26.7","150","No Failure"
"H32920","301.6","310.8","1435","47.2","152","No Failure"
"M18367","301.7","310.8","1502","34.4","157","No Failure"
"L50688","301.7","310.9","1608","33.0","160","No Failure"
"L50689","301.8","311.0","1771","27.2","162","No Failure"
"L50690","301.7","311.0","1474","42.6","164","No Failure"
"L50691","301.8","311.0","1322","53.0","166","No Failure"
"M18372","301.8","311.0","1393","49.5","168","No Failure"
"M18373","301.9","311.1","1417","52.5","171","No Failure"
"H32928","301.9","311.0","1430","49.8","174","No Failure"
"M18375","301.9","311.1","1605","40.0","179","No Failure"
"L50696","302.0","311.1","1402","47.8","182","No Failure"
"L50697","302.0","311.0","1550","35.2","184","No Failure"
"L50698","301.9","311.0","1376","44.9","186","No Failure"
"M18379","301.9","310.9","1569","32.5","188","No Failure"
"L50700","301.9","311.0","1669","32.2","191","No Failure"
"L50701","301.9","311.0","1541","38.9","193","No Failure"
"L50702","301.8","311.0","1651","32.5","195","No Failure"
"L50703","301.8","310.9","1521","39.3","197","No Failure"
"M18384","301.8","310.8","1365","48.2","199","No Failure"
"L50705","301.8","310.9","1609","31.7","202","No Failure"
"H32940","301.8","310.8","1470","37.6","204","No Failure"
"M18387","301.9","310.9","1573","38.9","209","No Failure"
"L50708","302.0","310.9","1378","53.1","212","Overstrain Failure"
"L50709","301.9","310.9","1567","39.0","214","Tool Wear Failure"
"M18390","301.9","310.9","1441","43.7","0","No Failure"
"M18391","301.9","310.9","1641","33.2","3","No Failure"
"L50712","301.9","310.9","1486","40.3","6","No Failure"
"L50713","302.0","311.0","1563","36.2","8","No Failure"
"M18394","302.0","311.1","1769","26.0","10","No Failure"
"H32949","301.9","311.0","1672","29.9","13","No Failure"
"L50716","302.0","311.0","1632","34.2","18","No Failure"
"M18397","302.0","311.0","1980","21.5","20","No Failure"
"L50718","302.0","311.1","1635","36.0","23","No Failure"
"L50719","302.0","311.0","1686","32.5","25","No Failure"
"L50720","301.9","310.9","1574","31.4","27","No Failure"
"L50721","301.8","310.8","1546","43.4","29","No Failure"
"L50722","301.8","310.9","1899","24.7","31","No Failure"
"L50723","301.8","310.9","1449","36.5","33","No Failure"
"M18404","301.9","310.9","1483","37.0","35","No Failure"
"L50725","301.8","310.8","1576","38.6","38","No Failure"
"M18406","301.9","310.9","1317","51.9","40","No Failure"
"M18407","301.9","311.0","1467","48.1","43","No Failure"
"L50728","301.9","310.9","1616","34.5","46","No Failure"
"M18409","301.8","310.9","1299","60.4","48","No Failure"
"M18410","301.9","311.0","1432","41.5","51","No Failure"
"L50731","301.9","310.9","1799","24.2","54","No Failure"
"M18412","301.8","310.9","1358","52.3","56","No Failure"
"M18413","301.8","310.8","1618","37.8","59","No Failure"
"L50734","301.9","310.8","1525","43.2","62","No Failure"
"L50735","301.8","310.7","1551","37.7","64","No Failure"
"L50736","301.9","310.8","1735","31.5","66","No Failure"
"M18417","301.8","310.7","1309","43.3","68","No Failure"
"L50738","301.7","310.6","1743","26.2","71","No Failure"
"M18419","301.7","310.7","1659","29.9","73","No Failure"
"L50740","301.8","310.7","1680","32.4","76","No Failure"
"L50741","301.7","310.6","1486","38.5","78","No Failure"
"L50742","301.7","310.6","1471","43.8","80","No Failure"
"M18423","301.8","310.7","1465","35.8","82","No Failure"
"M18424","301.7","310.6","1492","42.2","85","No Failure"
"M18425","301.8","310.7","1420","52.0","88","No Failure"
"L50746","301.8","310.6","1295","62.3","91","No Failure"
"L50747","301.8","310.5","1548","34.1","93","No Failure"
"L50748","301.8","310.6","1372","54.7","95","No Failure"
"M18429","301.8","310.6","1552","35.9","97","No Failure"
"H32984","301.8","310.6","1441","46.3","100","No Failure"
"M18431","301.7","310.6","1691","27.7","105","No Failure"
"L50752","301.8","310.6","1451","50.7","108","No Failure"
"L50753","301.8","310.6","1452","48.4","110","No Failure"
"L50754","301.7","310.6","1406","46.0","112","No Failure"
"L50755","301.7","310.5","1567","39.1","114","No Failure"
"L50756","301.6","310.4","1599","41.7","116","No Failure"
"M18437","301.6","310.4","1455","39.0","118","No Failure"
"M18438","301.7","310.5","1625","35.9","121","No Failure"
"L50759","301.8","310.6","2672","11.8","124","Power Failure"
"L50760","301.8","310.6","1650","31.9","126","No Failure"
"M18441","301.8","310.6","1459","40.2","128","No Failure"
"L50762","301.8","310.6","1395","50.5","131","No Failure"
"L50763","301.8","310.7","1751","29.3","133","No Failure"
"L50764","301.8","310.6","1192","68.9","135","No Failure"
"L50765","301.9","310.7","1947","25.0","137","No Failure"
"L50766","301.8","310.5","1593","34.9","139","No Failure"
"H33001","301.8","310.5","1478","38.6","141","No Failure"
"M18448","301.7","310.6","1505","44.5","146","No Failure"
"L50769","301.7","310.5","2465","13.7","149","No Failure"
"L50770","301.8","310.6","1403","46.8","151","No Failure"
"M18451","301.7","310.5","1458","41.4","153","No Failure"
"H33006","301.6","310.4","1369","45.4","156","No Failure"
"M18453","301.6","310.4","1377","44.9","161","No Failure"
"M18454","301.6","310.4","1452","45.7","164","No Failure"
"L50775","301.6","310.4","1517","41.1","167","No Failure"
"L50776","301.7","310.5","1354","50.0","169","No Failure"
"M18457","301.7","310.5","1724","33.0","171","No Failure"
"L50778","301.7","310.5","1399","53.2","174","No Failure"
"H33013","301.7","310.5","1388","50.5","176","No Failure"
"L50780","301.7","310.5","1523","34.7","181","No Failure"
"L50781","301.7","310.5","1377","43.1","183","No Failure"
"M18462","301.7","310.6","1417","45.2","185","No Failure"
"L50783","301.7","310.7","1542","40.0","188","No Failure"
"L50784","301.8","310.8","1557","33.3","190","No Failure"
"L50785","301.7","310.7","1641","31.9","192","No Failure"
"L50786","301.7","310.7","1318","55.0","194","No Failure"
"L50787","301.6","310.7","1638","33.8","196","No Failure"
"M18468","301.7","310.8","1954","21.6","198","No Failure"
"M18469","301.7","310.9","1644","32.5","201","No Failure"
"M18470","301.7","310.8","1594","32.4","204","No Failure"
"L50791","301.7","310.9","1405","46.4","207","Tool Wear Failure"
"L50792","301.7","310.8","1622","37.8","0","No Failure"
"L50793","301.7","310.9","1557","39.4","2","No Failure"
"L50794","301.8","311.0","1606","33.3","4","No Failure"
"M18475","301.8","311.1","1647","31.6","6","No Failure"
"M18476","301.8","311.1","1413","42.2","9","No Failure"
"L50797","301.8","311.0","1529","41.6","12","No Failure"
"L50798","301.9","311.1","1448","46.3","14","No Failure"
"L50799","301.9","311.2","1435","44.2","16","No Failure"
"H33034","301.9","311.2","1474","41.8","18","No Failure"
"L50801","301.9","311.2","1657","29.1","23","No Failure"
"L50802","302.0","311.3","1509","39.9","25","No Failure"
"M18483","302.0","311.3","1530","36.4","27","No Failure"
"M18484","302.0","311.4","1587","35.9","30","No Failure"
"M18485","302.1","311.4","1467","43.4","33","No Failure"
"M18486","302.2","311.5","1360","53.0","36","No Failure"
"L50807","302.2","311.5","1588","30.6","39","No Failure"
"L50808","302.2","311.4","1609","32.1","41","No Failure"
"L50809","302.1","311.3","1415","44.1","43","No Failure"
"L50810","302.0","311.2","1845","27.3","45","No Failure"
"M18491","302.1","311.4","1419","36.2","47","No Failure"
"L50812","302.1","311.3","1634","30.6","50","No Failure"
"M18493","302.2","311.3","1521","40.6","52","No Failure"
"L50814","302.2","311.4","1499","37.7","55","No Failure"
"M18495","302.1","311.2","1616","35.1","57","No Failure"
"L50816","302.2","311.4","1449","46.5","60","No Failure"
"M18497","302.2","311.4","1626","31.6","62","No Failure"
"M18498","302.3","311.5","1445","44.8","65","No Failure"
"L50819","302.4","311.6","1622","35.0","68","No Failure"
"H33054","302.4","311.6","1544","39.1","70","No Failure"
"L50821","302.3","311.6","1488","41.8","75","No Failure"
"L50822","302.3","311.6","1309","57.6","77","No Failure"
"L50823","302.3","311.6","1784","26.4","79","No Failure"
